id,title,caption,topic,country
99,مؤتمر الخرطوم الدولي حول الأمن الغذائي.. دعوات لتعزيز التعاون الإقليمي لمواجهة التحديات,وزراء الزراعة من دول عربية مختلفة يتبادلون الأفكار خلال فعاليات مؤتمر الخرطوم الدولي، في خطوة تهدف إلى تعزيز الأمن الغذائي في المنطقة (الفرنسية),سياسة,السودان
100,المنتخب الجزائري لكرة القدم يحقق انتصاراً كبيراً على أنغولا في تصفيات كأس أفريقيا,لاعبو المنتخب الجزائري يحتفلون بالهدف الأول في المباراة التي أقيمت في ملعب 5 يوليو بالعاصمة الجزائر (المصدر: الاتحاد الجزائري لكرة القدم),رياضة,الجزائر
101,الجزائر تطلق مبادرة لتعزيز البنية التحتية الرقمية في المدارس,"وزير التعليم الجزائري يتحدث خلال حفل إطلاق مبادرة ""مدرستي الرقمية"" لتزويد المدارس بالأدوات التكنولوجية وإدماج التعليم الإلكتروني في المناهج الدراسية (الأمانة العامة للحكومة).",تقنية,الجزائر
102,المملكة العربية السعودية تطلق برنامجاً جديداً لتطوير مهارات المعلمين في التعليم الرقمي,معلمون في ورشة عمل تعليمية يتلقون تدريبات على استراتيجيات التعليم الرقمي الحديثة في أحد المراكز التعليمية بالرياض (واس),تعليم,السعودية
103,الحكومة العراقية تعلن عن خطة إنعاش اقتصادي لمواجهة التحديات الحالية,وزير التخطيط العراقي خلال مؤتمر صحفي في بغداد يعلن تفاصيل الخطة الاقتصادية الجديدة بحضور عدد من المسؤولين (الأناضول),سياسة,العراق
104,الحكومة الكويتية تعلن عن خطة جديدة لتعزيز الشفافية في إدارة الميزانية العامة,وزير المالية يتحدث خلال مؤتمر صحفي حول الخطوات الجديدة لتحسين إدارة المالية العامة والشفافية (الكويت اليوم),سياسة,الكويت
105,باحثون يستعرضون استراتيجيات تعزيز التعليم المهني في السودان خلال مؤتمر دولي,المشاركون في المؤتمر الدولي حول التعليم المهني يعقدون ورشة عمل في الخرطوم، وسط نقاشات حيوية حول تطوير المناهج وتوسيع فرص التدريب (الأناضول),تعليم,السودان
106,ليبيا تطلق منصة جديدة لدعم الابتكار التكنولوجي في الشركات الناشئة,صورة تبرز مجموعة من رواد الأعمال الليبيين خلال فعاليات إطلاق المنصة الجديدة في العاصمة طرابلس، حيث يتبادلون الأفكار والنقاشات حول كيفية تعزيز الابتكار في قطاع التكنولوجيا (الأناضول).,تقنية,ليبيا
107,السودان يعلن عن مشروع طاقة شمسية لتلبية احتياجات الريف,صورة للباحثين السودانيين أثناء عملهم في أحد حقول الطاقة الشمسية الجديدة بهدف توفير الكهرباء للمناطق الريفية (مكتب الإعلام الوزاري),طاقة,السودان
108,"انطلاق مهرجان ""ألوان ليبيا"" للفنون التشكيلية في طرابلس لتعزيز الهوية الثقافية","لوحات فنية متنوعة تعكس التراث الليبي والثقافة المحلية، خلال افتتاح مهرجان ""ألوان ليبيا"" الذي يضم أعمال فنانين من مختلف المدن الليبية. (الأناضول)",ثقافة,ليبيا
109,"مهرجان ""ألوان بيروت"": إحياء التراث الثقافي والفني في قلب العاصمة اللبنانية","مشهد من مهرجان ""ألوان بيروت"" حيث يتفاعل الزوار مع الفنانين المحليين في عروض حية تعكس التنوع الثقافي اللبناني وسط الأجواء الاحتفالية في ساحة النجمة. (الوكالة الوطنية للإعلام)",ثقافة,لبنان
110,الصومال يشهد قفزة في الاستثمارات الزراعية مع دعم من الحكومة والشركاء الدوليين,مزارعون في الصومال يعملون في حقولهم باستخدام تقنيات حديثة لتحسين إنتاجية المحاصيل (الأخبار الصومالية),اقتصاد,الصومال
111,المنتخب السوري للشباب يحقق انتصاراً تاريخياً في بطولة غرب آسيا,لاعبو المنتخب السوري يحتفلون بعد تسجيل هدف الفوز في المباراة الافتتاحية للبطولة، وسط أجواء حماسية في الملعب (الوكالة السورية للأنباء).,رياضة,سوريا
112,انطلاقة عام دراسي جديد: جيبوتي تطلق مشروعا لتحديث المناهج التعليمية,معلمون وطلاب في إحدى المدارس الابتدائية في جيبوتي خلال حصة دراسية تحت إشراف وزارة التعليم (الشرق الأوسط),تعليم,جيبوتي
113,جزر القمر تستعد لإطلاق مشروع لاستخدام الطاقة الشمسية في القرى النائية,فريق من المهندسين في جزر القمر يعملون على تركيب الألواح الشمسية في قرية نائية لتحسين الوصول إلى الطاقة المستدامة (رويترز),بيئة,جزر القمر
